,RAW,FREQ,FULL_NAME,ADDRESS,LOC_TYPE,STREET,CITY,STATE,ZIP,COUNTY_SYSTEM,STATUS,
1728,SCENE 2602 E 74,1,,,,,,,,,,
1729,SCENE 2605 W LU,1,,,,,,,,,,
1730,SCENE 2606 N SP,1,,,,,,,,,,
1731,SCENE 2608 W 15,1,,,,,,,,,,
1732,SCENE 2611 EAST,1,,,,,,,,,,
1733,SCENE 2618 S HO,1,,,,,,,,,,
1734,SCENE 2619 W. W,1,,,,,,,,,,
1735,SCENE 2620 WEST,1,,,,,,,,,,
1736,SCENE 2621 E 13,1,,,,,,,,,,
1737,SCENE 2622 W LI,1,,,,,,,,,,
1738,SCENE 2622 W MO,1,,,,,,,,,,
1739,SCENE 2623 S KI,1,,,,,,,,,,
1740,SCENE 2624 W 59,1,,,,,,,,,,
1741,SCENE 2625 W GL,1,,,,,,,,,,
1742,SCENE 2627 S TR,1,,,,,,,,,,
1743,SCENE 2627 W PO,1,,,,,,,,,,
1744,SCENE 2628 NORT,1,,,,,,,,,,
1745,SCENE 2628 W SH,1,,,,,,,,,,
1746,SCENE 2630 S. R,1,,,,,,,,,,
1747,SCENE 2634 S ST,1,,,,,,,,,,
1748,SCENE 2637 S. K,1,,,,,,,,,,
1749,SCENE 2637 W HI,1,,,,,,,,,,
1750,SCENE 2638 WEST,1,,,,,,,,,,
1751,SCENE 2639  W 2,1,,,,,,,,,,
1752,SCENE 2641 W. 7,1,,,,,,,,,,
1753,SCENE 2647 S KE,1,,,,,,,,,,
1754,SCENE 2650 W BE,1,,,,,,,,,,
1755,SCENE 2651 N. S,1,,,,,,,,,,
1756,SCENE 2653 S CA,1,,,,,,,,,,
1757,SCENE 2654 SOUT,1,,,,,,,,,,
1758,SCENE 2657 WEST,1,,,,,,,,,,
1759,SCENE 2658 E. 7,1,,,,,,,,,,
1760,SCENE 2660 E 79,1,,,,,,,,,,
1761,SCENE 2700 GLEN,1,,,,,,,,,,
1762,SCENE 2700 W. L,1,,,,,,,,,,
1763,SCENE 2702 E 80,1,,,,,,,,,,
1764,SCENE 2703 W 23,1,,,,,,,,,,
1765,SCENE 2704 W 26,1,,,,,,,,,,
1766,SCENE 2706 W. T,1,,,,,,,,,,
1767,SCENE 2711 W LA,1,,,,,,,,,,
1768,SCENE 2712 W JA,1,,,,,,,,,,
1769,SCENE 2714 N. M,1,,,,,,,,,,
1770,SCENE 2715 E. 8,1,,,,,,,,,,
1771,SCENE 2716 W. C,1,,,,,,,,,,
1772,SCENE 2717 N LE,1,,,,,,,,,,
1773,SCENE 2717 N MA,1,,,,,,,,,,
1774,SCENE 2717 W 51,1,,,,,,,,,,
1775,SCENE 2719 NORT,1,,,,,,,,,,
1776,SCENE 2721 W. F,1,,,,,,,,,,
1777,SCENE 2723 W 61,1,,,,,,,,,,
1778,SCENE 2725 W. D,1,,,,,,,,,,
1779,SCENE 2728 E 76,1,,,,,,,,,,
1780,SCENE 2729 JACK,1,,,,,,,,,,
1781,SCENE 2729 NORT,1,,,,,,,,,,
1782,SCENE 2730 S. S,1,,,,,,,,,,
1783,SCENE 2732 N FA,1,,,,,,,,,,
1784,SCENE 2732 W FU,1,,,,,,,,,,
1785,SCENE 2736 W WI,1,,,,,,,,,,
1786,SCENE 274 E. 14,1,,,,,,,,,,
1787,SCENE 2741 S HO,1,,,,,,,,,,
1788,SCENE 2741 W AU,1,,,,,,,,,,
1789,SCENE 2741 W IR,1,,,,,,,,,,
1790,SCENE 2742 N MO,1,,,,,,,,,,
1791,SCENE 2743 OXFO,1,,,,,,,,,,
1792,SCENE 2743 W PO,1,,,,,,,,,,
1793,SCENE 2745 W AR,1,,,,,,,,,,
1794,SCENE 2748 W BE,1,,,,,,,,,,
1795,SCENE 2749 S. S,1,,,,,,,,,,
1796,SCENE 2750 W FR,1,,,,,,,,,,
1797,SCENE 2758 SOUT,1,,,,,,,,,,
1798,SCENE 2758 W PE,1,,,,,,,,,,
1799,SCENE 28 E. 119,1,,,,,,,,,,
1800,SCENE 28 EAST 1,1,,,,,,,,,,
1801,SCENE 2800 N CI,1,,,,,,,,,,
1802,SCENE 2800 N. -,1,,,,,,,,,,
1803,SCENE 2801 S AV,1,,,,,,,,,,
1804,SCENE 2801 S KI,1,,,,,,,,,,
1805,SCENE 2801 S. H,1,,,,,,,,,,
1806,SCENE 2801 W. C,1,,,,,,,,,,
1807,SCENE 2803 N HA,1,,,,,,,,,,
1808,SCENE 2805 W DI,1,,,,,,,,,,
1809,SCENE 2805 W. 2,1,,,,,,,,,,
1810,SCENE 2805 WEST,1,,,,,,,,,,
1811,SCENE 2807 W 71,1,,,,,,,,,,
1812,SCENE 2809 W 63,1,,,,,,,,,,
1813,SCENE 2809 W. H,1,,,,,,,,,,
1814,SCENE 2810 CHIC,1,,,,,,,,,,
1815,SCENE 2813 N AL,1,,,,,,,,,,
1816,SCENE 2813 S HO,1,,,,,,,,,,
1817,SCENE 2819 W. 6,1,,,,,,,,,,
1818,SCENE 282 W 95T,1,,,,,,,,,,
1819,SCENE 2820 W HA,1,,,,,,,,,,
1820,SCENE 2824 EAST,1,,,,,,,,,,
1821,SCENE 2825 W CO,1,,,,,,,,,,
1822,SCENE 2825 W MO,1,,,,,,,,,,
1823,SCENE 2826 N CL,1,,,,,,,,,,
1824,SCENE 2828 W 49,1,,,,,,,,,,
1825,SCENE 2830 W FU,1,,,,,,,,,,
1826,SCENE 2832 W 63,1,,,,,,,,,,
1827,SCENE 2832 W MA,1,,,,,,,,,,
1828,SCENE 2833 E 79,1,,,,,,,,,,
1829,SCENE 2833 N AL,1,,,,,,,,,,
1830,SCENE 2836 W PO,1,,,,,,,,,,
1831,SCENE 2837 S. T,1,,,,,,,,,,
1832,SCENE 2840 S ST,1,,,,,,,,,,
1833,SCENE 2841 W WA,1,,,,,,,,,,
1834,SCENE 2847 N RO,1,,,,,,,,,,
1835,SCENE 2851 E. 7,1,,,,,,,,,,
1836,SCENE 2855 N AV,1,,,,,,,,,,
1837,SCENE 2856 W FL,1,,,,,,,,,,
1838,SCENE 2856 W. J,1,,,,,,,,,,
1839,SCENE 2859 W 21,1,,,,,,,,,,
1840,SCENE 2859 W 25,1,,,,,,,,,,
1841,SCENE 2859 W AR,1,,,,,,,,,,
1842,SCENE 2861 SOUT,1,,,,,,,,,,
1843,SCENE 2861 W. 7,1,,,,,,,,,,
1844,SCENE 2869 W 14,1,,,,,,,,,,
1845,SCENE 28TH AVE,1,,,,,,,,,,
1846,SCENE 2900 LINC,1,,,,,,,,,,
1847,SCENE 2900 S 48,1,,,,,,,,,,
1848,SCENE 2900 S AU,1,,,,,,,,,,
1849,SCENE 2900 S DA,1,,,,,,,,,,
1850,SCENE 2900 S. S,1,,,,,,,,,,
1851,SCENE 2903 W 59,1,,,,,,,,,,
1852,SCENE 2905 NORT,1,,,,,,,,,,
1853,SCENE 2905 W FL,1,,,,,,,,,,
1854,SCENE 2905 W RO,1,,,,,,,,,,
1855,SCENE 2906 N. N,1,,,,,,,,,,
1856,SCENE 2907 W SU,1,,,,,,,,,,
1857,SCENE 2908 W. W,1,,,,,,,,,,
1858,SCENE 2911 W W,1,,,,,,,,,,
1859,SCENE 2916 W. L,1,,,,,,,,,,
1860,SCENE 2916 W. W,1,,,,,,,,,,
1861,SCENE 2920 W. 2,1,,,,,,,,,,
1862,SCENE 2923 N MI,1,,,,,,,,,,
1863,SCENE 2924 EAST,1,,,,,,,,,,
1864,SCENE 2924 N CL,1,,,,,,,,,,
1865,SCENE 2924 W LO,1,,,,,,,,,,
1866,SCENE 2930 N PI,1,,,,,,,,,,
1867,SCENE 2931 N MI,1,,,,,,,,,,
1868,SCENE 2938 W 63,1,,,,,,,,,,
1869,SCENE 2939 N EL,1,,,,,,,,,,
1870,SCENE 2940 S ST,1,,,,,,,,,,
1871,SCENE 2940 W HA,1,,,,,,,,,,
1872,SCENE 2940 W LA,1,,,,,,,,,,
1873,SCENE 2941 W 66,1,,,,,,,,,,
1874,SCENE 2941 W JA,1,,,,,,,,,,
1875,SCENE 2942 W BE,1,,,,,,,,,,
1876,SCENE 2943 N. A,1,,,,,,,,,,
1877,SCENE 2944 N RO,1,,,,,,,,,,
1878,SCENE 2952 W. S,1,,,,,,,,,,
1879,SCENE 2953 W SH,1,,,,,,,,,,
1880,SCENE 2957 N KE,1,,,,,,,,,,
1881,SCENE 2965 N. L,1,,,,,,,,,,
1882,SCENE 2968 S AR,1,,,,,,,,,,
1883,SCENE 2969 E. 7,1,,,,,,,,,,
1884,SCENE 30 W CERM,1,,,,,,,,,,
1885,SCENE 300 E 131,1,,,,,,,,,,
1886,SCENE 300 E. 68,1,,,,,,,,,,
1887,SCENE 3000 S TR,1,,,,,,,,,,
1888,SCENE 3000 S WA,1,,,,,,,,,,
1889,SCENE 3000 SOUT,1,,,,,,,,,,
1890,SCENE 3001 WEST,1,,,,,,,,,,
1891,SCENE 3002 W IR,1,,,,,,,,,,
1892,SCENE 3002 W. 6,1,,,,,,,,,,
1893,SCENE 3007 S KO,1,,,,,,,,,,
1894,SCENE 301 E.51S,1,,,,,,,,,,
1895,SCENE 301 EAST,1,,,,,,,,,,
1896,SCENE 3010 W 63,1,,,,,,,,,,
1897,SCENE 3010 W RO,1,,,,,,,,,,
1898,SCENE 3015 W CU,1,,,,,,,,,,
1899,SCENE 3017 N. K,1,,,,,,,,,,
1900,SCENE 3017 W LE,1,,,,,,,,,,
1901,SCENE 3019 N GR,1,,,,,,,,,,
1902,SCENE 302 E 134,1,,,,,,,,,,
1903,SCENE 302 HERND,1,,,,,,,,,,
1904,SCENE 3022 EAST,1,,,,,,,,,,
1905,SCENE 303 W. 62,1,,,,,,,,,,
1906,SCENE 3032 S KO,1,,,,,,,,,,
1907,SCENE 3034 E. 7,1,,,,,,,,,,
1908,SCENE 3035 N. F,1,,,,,,,,,,
1909,SCENE 3035 W GE,1,,,,,,,,,,
1910,SCENE 3037 E 79,1,,,,,,,,,,
1911,SCENE 3041 S. I,1,,,,,,,,,,
1912,SCENE 3042 W. M,1,,,,,,,,,,
1913,SCENE 3043 ELM,1,,,,,,,,,,
1914,SCENE 3043 W LE,1,,,,,,,,,,
1915,SCENE 3043 W. 5,1,,,,,,,,,,
1916,SCENE 3044 BUTL,1,,,,,,,,,,
1917,SCENE 3044 W. F,1,,,,,,,,,,
1918,SCENE 305 W. 15,1,,,,,,,,,,
1919,SCENE 3050 W.23,1,,,,,,,,,,
1920,SCENE 3052 W SU,1,,,,,,,,,,
1921,SCENE 3053 W 5T,1,,,,,,,,,,
1922,SCENE 3053 W AU,1,,,,,,,,,,
1923,SCENE 3055 N SA,1,,,,,,,,,,
1924,SCENE 3058 S KO,1,,,,,,,,,,
1925,SCENE 308 E 68T,1,,,,,,,,,,
1926,SCENE 308 N. WA,1,,,,,,,,,,
1927,SCENE 309 S 11T,1,,,,,,,,,,
1928,SCENE 309 S LAV,1,,,,,,,,,,
1929,SCENE 31 E. 120,1,,,,,,,,,,
1930,SCENE 310 EAST,1,,,,,,,,,,
1931,SCENE 310 N HAM,1,,,,,,,,,,
1932,SCENE 3100 S WA,1,,,,,,,,,,
1933,SCENE 3101 W OG,1,,,,,,,,,,
1934,SCENE 3104 WEST,1,,,,,,,,,,
1935,SCENE 3107 W IR,1,,,,,,,,,,
1936,SCENE 3109 W LE,1,,,,,,,,,,
1937,SCENE 311 N KOT,1,,,,,,,,,,
1938,SCENE 311 W. 15,1,,,,,,,,,,
1939,SCENE 3110 W MA,1,,,,,,,,,,
1940,SCENE 3114 W CA,1,,,,,,,,,,
1941,SCENE 3121  CHI,1,,,,,,,,,,
1942,SCENE 3121 VAN,1,,,,,,,,,,
1943,SCENE 3124 S GR,1,,,,,,,,,,
1944,SCENE 3127 W 15,1,,,,,,,,,,
1945,SCENE 3127 W. T,1,,,,,,,,,,
1946,SCENE 313 N AUS,1,,,,,,,,,,
1947,SCENE 3130 W. O,1,,,,,,,,,,
1948,SCENE 3138 W 41,1,,,,,,,,,,
1949,SCENE 314 25TH,1,,,,,,,,,,
1950,SCENE 3140 N SA,1,,,,,,,,,,
1951,SCENE 3142 S RA,1,,,,,,,,,,
1952,SCENE 3143 W AR,1,,,,,,,,,,
1953,SCENE 3144 N. N,1,,,,,,,,,,
1954,SCENE 3145 W. 4,1,,,,,,,,,,
1955,SCENE 3147 S 53,1,,,,,,,,,,
1956,SCENE 3148 W WA,1,,,,,,,,,,
1957,SCENE 315 W. CH,1,,,,,,,,,,
1958,SCENE 3150 W. 5,1,,,,,,,,,,
1959,SCENE 3151 W GE,1,,,,,,,,,,
1960,SCENE 3151 W. S,1,,,,,,,,,,
1961,SCENE 3154 S KE,1,,,,,,,,,,
1962,SCENE 3155 WEST,1,,,,,,,,,,
1963,SCENE 3158 W 65,1,,,,,,,,,,
1964,SCENE 3158 W MA,1,,,,,,,,,,
1965,SCENE 3159 MONT,1,,,,,,,,,,
1966,SCENE 316 VICTO,1,,,,,,,,,,
1967,SCENE 3160 W OG,1,,,,,,,,,,
1968,SCENE 3166 S AS,1,,,,,,,,,,
1969,SCENE 317 N PAR,1,,,,,,,,,,
1970,SCENE 317 W GAR,1,,,,,,,,,,
1971,SCENE 318 157TH,1,,,,,,,,,,
1972,SCENE 318 SOUTH,1,,,,,,,,,,
1973,SCENE 3188 N. E,1,,,,,,,,,,
1974,SCENE 319 TODD,1,,,,,,,,,,
1975,SCENE 319 W 109,1,,,,,,,,,,
1976,SCENE 319 W. 11,1,,,,,,,,,,
1977,SCENE 320 N PIN,1,,,,,,,,,,
1978,SCENE 3200 200T,1,,,,,,,,,,
1979,SCENE 3200 S AB,1,,,,,,,,,,
1980,SCENE 3201 W 15,1,,,,,,,,,,
1981,SCENE 3201 W 38,1,,,,,,,,,,
1982,SCENE 3204 WEST,1,,,,,,,,,,
1983,SCENE 3208 W LA,1,,,,,,,,,,
1984,SCENE 3212 S WA,1,,,,,,,,,,
1985,SCENE 3215 W 37,1,,,,,,,,,,
1986,SCENE 3215 W MA,1,,,,,,,,,,
1987,SCENE 3219 W. F,1,,,,,,,,,,
1988,SCENE 322 W. 10,1,,,,,,,,,,
1989,SCENE 3224 N CE,1,,,,,,,,,,
1990,SCENE 3233 S. K,1,,,,,,,,,,
1991,SCENE 3233 W WA,1,,,,,,,,,,
1992,SCENE 324 CORNE,1,,,,,,,,,,
1993,SCENE 324 E 91S,1,,,,,,,,,,
1994,SCENE 3240 S CI,1,,,,,,,,,,
1995,SCENE 3241 W WI,1,,,,,,,,,,
1996,SCENE 3242 W AR,1,,,,,,,,,,
1997,SCENE 3243 NORT,1,,,,,,,,,,
1998,SCENE 3245 W 63,1,,,,,,,,,,
1999,SCENE 3247 W. D,1,,,,,,,,,,
2000,SCENE 325  W 51,1,,,,,,,,,,
2001,SCENE 3251 W MA,1,,,,,,,,,,
2002,SCENE 3252 W 55,1,,,,,,,,,,
2003,SCENE 3254 W 23,1,,,,,,,,,,
2004,SCENE 3256 W CE,1,,,,,,,,,,
2005,SCENE 3260 W WA,1,,,,,,,,,,
2006,SCENE 3263 W MA,1,,,,,,,,,,
2007,SCENE 329 EAST,1,,,,,,,,,,
2008,SCENE 33 LAKEVI,1,,,,,,,,,,
2009,SCENE 33 W 122N,1,,,,,,,,,,
2010,SCENE 330 S 22N,1,,,,,,,,,,
2011,SCENE 330 W ARM,1,,,,,,,,,,
2012,SCENE 3300 S LA,1,,,,,,,,,,
2013,SCENE 3301 S. C,1,,,,,,,,,,
2014,SCENE 3301 W PE,1,,,,,,,,,,
2015,SCENE 3303 W WA,1,,,,,,,,,,
2016,SCENE 3305 W. D,1,,,,,,,,,,
2017,SCENE 3306 W EA,1,,,,,,,,,,
2018,SCENE 3306 W MA,1,,,,,,,,,,
2019,SCENE 3307 ADAM,1,,,,,,,,,,
2020,SCENE 3308 W.,1,,,,,,,,,,
2021,SCENE 3308 W. F,1,,,,,,,,,,
2022,SCENE 331 S CEN,1,,,,,,,,,,
2023,SCENE 3310 S. K,1,,,,,,,,,,
2024,SCENE 3310 W BR,1,,,,,,,,,,
2025,SCENE 3310 W. 2,1,,,,,,,,,,
2026,SCENE 3311 N DR,1,,,,,,,,,,
2027,SCENE 3314 W. M,1,,,,,,,,,,
2028,SCENE 3315 W. 1,1,,,,,,,,,,
2029,SCENE 332 EAST,1,,,,,,,,,,
2030,SCENE 332 NORTH,1,,,,,,,,,,
2031,SCENE 3320 W. G,1,,,,,,,,,,
2032,SCENE 3322 N.HO,1,,,,,,,,,,
2033,SCENE 3324 W. F,1,,,,,,,,,,
2034,SCENE 3325 135T,1,,,,,,,,,,
2035,SCENE 3326 W HI,1,,,,,,,,,,
2036,SCENE 3326 W WA,1,,,,,,,,,,
2037,SCENE 333 W 61S,1,,,,,,,,,,
2038,SCENE 3330 S WE,1,,,,,,,,,,
2039,SCENE 3330 W NO,1,,,,,,,,,,
2040,SCENE 3333 W VA,1,,,,,,,,,,
2041,SCENE 3334 W DO,1,,,,,,,,,,
2042,SCENE 3335 CARR,1,,,,,,,,,,
2043,SCENE 3339 W 54,1,,,,,,,,,,
2044,SCENE 334 S. W,1,,,,,,,,,,
2045,SCENE 3341 W GL,1,,,,,,,,,,
2046,SCENE 3343 N MO,1,,,,,,,,,,
2047,SCENE 3343 W 79,1,,,,,,,,,,
2048,SCENE 3343 W CH,1,,,,,,,,,,
2049,SCENE 3343 W FU,1,,,,,,,,,,
2050,SCENE 3346 W MO,1,,,,,,,,,,
2051,SCENE 3346 W. 6,1,,,,,,,,,,
2052,SCENE 3347 S. L,1,,,,,,,,,,
2053,SCENE 3347 W IR,1,,,,,,,,,,
2054,SCENE 3349 WEST,1,,,,,,,,,,
2055,SCENE 335 EAST,1,,,,,,,,,,
2056,SCENE 335 S KEE,1,,,,,,,,,,
2057,SCENE 335 WET 6,1,,,,,,,,,,
2058,SCENE 3351 W. I,1,,,,,,,,,,
2059,SCENE 3354 W DO,1,,,,,,,,,,
2060,SCENE 3355 W 51,1,,,,,,,,,,
2061,SCENE 3355 W HU,1,,,,,,,,,,
2062,SCENE 3355 W. 3,1,,,,,,,,,,
2063,SCENE 3356 S HA,1,,,,,,,,,,
2064,SCENE 3358 W 25,1,,,,,,,,,,
2065,SCENE 336 N AVE,1,,,,,,,,,,
2066,SCENE 3365 RIDG,1,,,,,,,,,,
2067,SCENE 338 SOUTH,1,,,,,,,,,,
2068,SCENE 339 S LEA,1,,,,,,,,,,
2069,SCENE 34 S. 18T,1,,,,,,,,,,
2070,SCENE 34 WEST M,1,,,,,,,,,,
2071,SCENE 340 W 60,1,,,,,,,,,,
2072,SCENE 3400 S CE,1,,,,,,,,,,
2073,SCENE 3400 W WA,1,,,,,,,,,,
2074,SCENE 3401 SOUT,1,,,,,,,,,,
2075,SCENE 3404 W IR,1,,,,,,,,,,
2076,SCENE 3405 N LA,1,,,,,,,,,,
2077,SCENE 3407 W BE,1,,,,,,,,,,
2078,SCENE 3410 W 31,1,,,,,,,,,,
2079,SCENE 3410 W. 2,1,,,,,,,,,,
2080,SCENE 342 BOHLA,1,,,,,,,,,,
2081,SCENE 342 W. 75,1,,,,,,,,,,
2082,SCENE 3420 W 64,1,,,,,,,,,,
2083,SCENE 3422 W 65,1,,,,,,,,,,
2084,SCENE 3422 W. 7,1,,,,,,,,,,
2085,SCENE 3425 W 51,1,,,,,,,,,,
2086,SCENE 3426 W DO,1,,,,,,,,,,
2087,SCENE 3428 W NO,1,,,,,,,,,,
2088,SCENE 3430  SAR,1,,,,,,,,,,
2089,SCENE 3434 N. B,1,,,,,,,,,,
2090,SCENE 3435 W. S,1,,,,,,,,,,
2091,SCENE 3436 W FR,1,,,,,,,,,,
2092,SCENE 3437 W. L,1,,,,,,,,,,
2093,SCENE 3439 W MA,1,,,,,,,,,,
2094,SCENE 344 W 47T,1,,,,,,,,,,
2095,SCENE 3441 S KE,1,,,,,,,,,,
2096,SCENE 3443 W MA,1,,,,,,,,,,
2097,SCENE 3443 W. 5,1,,,,,,,,,,
2098,SCENE 3444 S. L,1,,,,,,,,,,
2099,SCENE 3446 W 84,1,,,,,,,,,,
2100,SCENE 345 N KED,1,,,,,,,,,,
2101,SCENE 345 N. CA,1,,,,,,,,,,
2102,SCENE 3451 W 21,1,,,,,,,,,,
2103,SCENE 3451 W. 2,1,,,,,,,,,,
2104,SCENE 3452 N HA,1,,,,,,,,,,
2105,SCENE 3456 W 2,1,,,,,,,,,,
2106,SCENE 3459 W LA,1,,,,,,,,,,
2107,SCENE 346 N PIN,1,,,,,,,,,,
2108,SCENE 348 W 74T,1,,,,,,,,,,
2109,SCENE 349 E 75T,1,,,,,,,,,,
2110,SCENE 349 W 108,1,,,,,,,,,,
2111,SCENE 35 E. 59T,1,,,,,,,,,,
2112,SCENE 3500 S. O,1,,,,,,,,,,
2113,SCENE 3500 W OH,1,,,,,,,,,,
2114,SCENE 3502 W FR,1,,,,,,,,,,
2115,SCENE 3504 BIRC,1,,,,,,,,,,
2116,SCENE 3504 W 79,1,,,,,,,,,,
2117,SCENE 3504 W.,1,,,,,,,,,,
2118,SCENE 3511 N BE,1,,,,,,,,,,
2119,SCENE 3512 W PA,1,,,,,,,,,,
2120,SCENE 3512 W PO,1,,,,,,,,,,
2121,SCENE 3514 W 12,1,,,,,,,,,,
2122,SCENE 3515 W IO,1,,,,,,,,,,
2123,SCENE 3515 W. B,1,,,,,,,,,,
2124,SCENE 3517 SOUT,1,,,,,,,,,,
2125,SCENE 3519 W 16,1,,,,,,,,,,
2126,SCENE 3520 W AV,1,,,,,,,,,,
2127,SCENE 3521 W 16,1,,,,,,,,,,
2128,SCENE 3521 W. C,1,,,,,,,,,,
2129,SCENE 3524 WEST,1,,,,,,,,,,
2130,SCENE 3528 W BE,1,,,,,,,,,,
2131,SCENE 3530 N. L,1,,,,,,,,,,
2132,SCENE 3531 W DI,1,,,,,,,,,,
2133,SCENE 3537 W 13,1,,,,,,,,,,
2134,SCENE 354 E 117,1,,,,,,,,,,
2135,SCENE 3540 S. P,1,,,,,,,,,,
2136,SCENE 3542 PERS,1,,,,,,,,,,
2137,SCENE 3542 S ST,1,,,,,,,,,,
2138,SCENE 3544 S ST,1,,,,,,,,,,
2139,SCENE 3545 N NE,1,,,,,,,,,,
2140,SCENE 3548 W. C,1,,,,,,,,,,
2141,SCENE 355 W 99T,1,,,,,,,,,,
2142,SCENE 3551 WEST,1,,,,,,,,,,
2143,SCENE 3552 WEST,1,,,,,,,,,,
2144,SCENE 3555 COTT,1,,,,,,,,,,
2145,SCENE 359 EAST,1,,,,,,,,,,
2146,SCENE 3600 S MA,1,,,,,,,,,,
2147,SCENE 3600 W WA,1,,,,,,,,,,
2148,SCENE 3600 WOLC,1,,,,,,,,,,
2149,SCENE 3601 S HA,1,,,,,,,,,,
2150,SCENE 3604 W 64,1,,,,,,,,,,
2151,SCENE 3611 WEST,1,,,,,,,,,,
2152,SCENE 3612 S EL,1,,,,,,,,,,
2153,SCENE 3614 W. 1,1,,,,,,,,,,
2154,SCENE 3615 S. S,1,,,,,,,,,,
2155,SCENE 362 E. 89,1,,,,,,,,,,
2156,SCENE 3620 WEST,1,,,,,,,,,,
2157,SCENE 3622 W FU,1,,,,,,,,,,
2158,SCENE 3632 W NO,1,,,,,,,,,,
2159,SCENE 364 NORTH,1,,,,,,,,,,
2160,SCENE 3644 W PO,1,,,,,,,,,,
2161,SCENE 3647 S. S,1,,,,,,,,,,
2162,SCENE 3647 W LE,1,,,,,,,,,,
2163,SCENE 3648 W GR,1,,,,,,,,,,
2164,SCENE 365 E 56T,1,,,,,,,,,,
2165,SCENE 3650 W CO,1,,,,,,,,,,
2166,SCENE 3650 W RO,1,,,,,,,,,,
2167,SCENE 3654 S IN,1,,,,,,,,,,
2168,SCENE 3654 W MC,1,,,,,,,,,,
2169,SCENE 368 EAST,1,,,,,,,,,,
2170,SCENE 37 KING A,1,,,,,,,,,,
2171,SCENE 3700 174,1,,,,,,,,,,
2172,SCENE 3700 S SE,1,,,,,,,,,,
2173,SCENE 3700 W CO,1,,,,,,,,,,
2174,SCENE 3700 W. L,1,,,,,,,,,,
2175,SCENE 3701 25TH,1,,,,,,,,,,
2176,SCENE 3701 W CH,1,,,,,,,,,,
2177,SCENE 3701 W TH,1,,,,,,,,,,
2178,SCENE 3702 S IN,1,,,,,,,,,,
2179,SCENE 3703 W DI,1,,,,,,,,,,
2180,SCENE 3707 N. K,1,,,,,,,,,,
2181,SCENE 3722 S AL,1,,,,,,,,,,
2182,SCENE 3740 S PR,1,,,,,,,,,,
2183,SCENE 3750 S IN,1,,,,,,,,,,
2184,SCENE 3750 W FL,1,,,,,,,,,,
2185,SCENE 3752 N. W,1,,,,,,,,,,
2186,SCENE 3754 W GE,1,,,,,,,,,,
2187,SCENE 3759 W. C,1,,,,,,,,,,
2188,SCENE 3759 W. O,1,,,,,,,,,,
2189,SCENE 3761 W 21,1,,,,,,,,,,
2190,SCENE 3763 W WA,1,,,,,,,,,,
2191,SCENE 3784 W 79,1,,,,,,,,,,
2192,SCENE 379 E 89T,1,,,,,,,,,,
2193,SCENE 380 PAYSO,1,,,,,,,,,,
2194,SCENE 3803 WEST,1,,,,,,,,,,
2195,SCENE 3806 SACR,1,,,,,,,,,,
2196,SCENE 3806 W 47,1,,,,,,,,,,
2197,SCENE 3806 W OH,1,,,,,,,,,,
2198,SCENE 3808 S RH,1,,,,,,,,,,
2199,SCENE 3808 W P0,1,,,,,,,,,,
2200,SCENE 381 E 51S,1,,,,,,,,,,
2201,SCENE 3811 W. 1,1,,,,,,,,,,
2202,SCENE 3813 W. 5,1,,,,,,,,,,
2203,SCENE 3817 HALS,1,,,,,,,,,,
2204,SCENE 3819 DEWE,1,,,,,,,,,,
2205,SCENE 3819 W MO,1,,,,,,,,,,
2206,SCENE 3820 W 17,1,,,,,,,,,,
2207,SCENE 3821 S. F,1,,,,,,,,,,
2208,SCENE 3821 W JA,1,,,,,,,,,,
2209,SCENE 3823 W LE,1,,,,,,,,,,
2210,SCENE 3824 W 14,1,,,,,,,,,,
2211,SCENE 3824 W GL,1,,,,,,,,,,
2212,SCENE 3826 W GR,1,,,,,,,,,,
2213,SCENE 3827 W. L,1,,,,,,,,,,
2214,SCENE 3830 W AD,1,,,,,,,,,,
2215,SCENE 3833 S. L,1,,,,,,,,,,
2216,SCENE 3834 W 26,1,,,,,,,,,,
2217,SCENE 3836 W AD,1,,,,,,,,,,
2218,SCENE 3837 S KI,1,,,,,,,,,,
2219,SCENE 3838 W. C,1,,,,,,,,,,
2220,SCENE 3839 S WE,1,,,,,,,,,,
2221,SCENE 3840 N TR,1,,,,,,,,,,
2222,SCENE 3840 W MA,1,,,,,,,,,,
2223,SCENE 3840 W WI,1,,,,,,,,,,
2224,SCENE 3842 N JA,1,,,,,,,,,,
2225,SCENE 3842 S KI,1,,,,,,,,,,
2226,SCENE 3842 W 15,1,,,,,,,,,,
2227,SCENE 3848 S LA,1,,,,,,,,,,
2228,SCENE 3849 W MA,1,,,,,,,,,,
2229,SCENE 3851 S CL,1,,,,,,,,,,
2230,SCENE 3854 W LE,1,,,,,,,,,,
2231,SCENE 3857 S RH,1,,,,,,,,,,
2232,SCENE 3857 W 51,1,,,,,,,,,,
2233,SCENE 3858 W. D,1,,,,,,,,,,
2234,SCENE 3859 W 25,1,,,,,,,,,,
2235,SCENE 3860 S WA,1,,,,,,,,,,
2236,SCENE 39 N PULA,1,,,,,,,,,,
2237,SCENE 3900 W. M,1,,,,,,,,,,
2238,SCENE 3901 CONG,1,,,,,,,,,,
2239,SCENE 3906 TOWE,1,,,,,,,,,,
2240,SCENE 3907 PRAR,1,,,,,,,,,,
2241,SCENE 3908 W 47,1,,,,,,,,,,
2242,SCENE 3909 211T,1,,,,,,,,,,
